date,open,high,low,close,volume,synthetic
2018-08-03,93.1979636733,93.5855679865,92.7233204180,93.3088131363,500151,True
2018-08-06,93.1005762915,93.5286101025,92.5733910144,93.2159104593,280199,True
2018-08-07,93.4316796035,93.8479994229,92.9122336239,93.4795214887,359770,True
2018-08-08,93.3540409431,93.7305040309,92.8317601454,93.3946805478,805121,True
2018-08-09,93.2275177580,93.4955575963,92.5828861822,93.2139153386,566721,True
2018-08-10,92.9256583564,93.0688579544,92.3054997308,92.9398613505,690813,True
2018-08-13,93.0980554811,93.7284532432,92.8963022387,93.0933551636,844523,True
2018-08-14,93.3665662767,94.0329575708,93.2495959908,93.5443837604,443831,True
2018-08-15,93.3377142174,93.9270651987,92.9094205276,93.2629799329,555921,True
2018-08-16,91.8354031922,92.4188018684,91.3693635865,91.8459766930,340804,True
2018-08-17,89.9189833991,90.5471884703,89.3748782595,90.0104903544,516974,True
2018-08-20,89.7731552877,89.9558568584,89.2515044385,89.6962539372,863896,True
2018-08-21,88.7210235232,88.8660066168,88.4962030854,88.7161622394,641604,True
2018-08-22,88.5017131914,88.5909334549,87.8657821093,88.4083978487,134608,True
2018-08-23,87.7921437474,88.6597788374,87.6080028364,88.0846151624,874779,True
2018-08-24,87.9970907933,88.3124991057,87.6276952132,88.0753184973,810669,True
2018-08-27,86.7984735997,87.2711745206,86.2364531507,86.8449515033,792246,True
2018-08-28,87.5235195601,87.7711460258,86.7857565272,87.3559064000,501300,True
2018-08-29,87.1802593225,87.3243218708,86.9357811209,87.0486324184,425655,True
2018-08-30,86.2136284162,86.3826407449,85.6261043526,86.2324911511,782536,True
2018-08-31,85.6954182702,86.0854195795,85.0304229694,85.5844853056,482020,True
2018-09-03,86.9266269822,87.0433931145,86.4823895394,86.8943735290,891832,True
2018-09-04,86.8185544539,87.0896250135,86.4988714406,86.7807127866,354492,True
2018-09-05,86.9184861059,87.7039642900,86.5249915246,87.1439284021,335679,True
2018-09-06,87.3204056212,87.7816374434,86.9613528175,87.1044779339,408305,True
2018-09-07,86.6899185953,87.2928949533,86.2261216387,86.5654838375,243887,True
2018-09-10,85.8096035624,86.1480177266,85.1711527413,85.7468610296,322057,True
2018-09-11,85.7381456288,86.2123286140,85.3384060113,85.5907589822,488672,True
2018-09-12,86.0973962864,86.6970085777,85.4926747165,86.0827785135,777901,True
2018-09-13,85.4982956542,85.6905467974,85.0969140797,85.4647589141,581145,True
2018-09-14,85.1307848543,85.5268153878,84.5881108678,85.1233059165,700491,True
2018-09-17,85.7430172561,86.0866060539,85.2376741933,85.6967303559,471226,True
2018-09-18,85.3236446475,85.6420886833,84.8125294665,85.3237029194,157043,True
2018-09-19,85.4725032044,86.0409758060,84.9301810094,85.4371327711,553614,True
2018-09-20,86.1518570144,86.7125839420,85.7991216268,86.2013263346,674991,True
2018-09-21,86.6751450527,87.3103963297,86.1837885778,86.7805193796,797942,True
2018-09-24,87.0982867221,87.6771810824,86.4076970670,86.9297127451,180047,True
2018-09-25,87.2046956557,87.7223982897,86.7426918551,87.0432873625,780865,True
2018-09-26,85.0174923878,85.6226120551,84.6494866645,85.1995993145,172837,True
2018-09-27,85.2801801668,86.0773218944,84.9458152163,85.5048907972,557707,True
2018-09-28,85.4441038589,86.1962158188,85.0564096641,85.5980770234,784256,True
2018-10-01,84.9882461432,85.3322576507,84.4412615606,85.0352970135,226190,True
2018-10-02,85.9864229509,86.2536375550,85.5659359312,86.1203481583,539560,True
2018-10-03,87.0644963990,87.5606078387,86.8947575202,87.0705192367,577361,True
2018-10-04,86.6124342283,86.7133081916,86.4646791944,86.6034659491,619557,True
2018-10-05,86.2765067872,86.4610470747,85.8118924999,86.2093863231,262835,True
2018-10-08,85.0350822437,85.3229485450,84.4832128190,85.0794289577,425468,True
2018-10-09,84.6875958082,84.8785133267,84.5030716537,84.6697058841,386537,True
2018-10-10,83.6348744667,84.0477676880,83.1741565931,83.4690272274,263503,True
2018-10-11,83.4627815122,83.6310628711,82.9809867657,83.4819329462,615175,True
2018-10-12,83.9659370451,84.3138835742,83.5170324809,84.0383500987,505307,True
2018-10-15,84.3490127176,84.5982251470,84.0195798375,84.2688074724,249003,True
2018-10-16,84.3263112773,85.0431935363,83.9871728443,84.5248799065,559140,True
2018-10-17,84.5391855796,84.9235514253,84.3666132013,84.5255920705,468965,True
2018-10-18,83.1412523950,83.4706838340,82.6749950257,83.1883654582,628057,True
2018-10-19,82.8046260791,83.1576273831,82.3758611978,82.9693597188,481761,True
2018-10-22,82.1945620574,82.3047205495,81.9859233959,82.1437580390,733918,True
2018-10-23,82.1421577793,82.2975440043,81.6233269438,82.0889736186,809257,True
2018-10-24,81.9462700472,82.1523749959,81.8377329816,81.9286622652,591492,True
2018-10-25,81.3780079515,81.8631419337,80.7871126783,81.1585663334,300237,True
2018-10-26,80.8324876065,81.3038467466,80.5830086723,80.7870479698,695349,True
2018-10-29,81.3153701354,81.4898630214,80.6524014094,81.1728017797,631886,True
2018-10-30,81.5999780863,81.8774138305,81.0466999388,81.6465536194,767150,True
2018-10-31,82.4220692394,82.6539962419,81.9241071085,82.3176273539,373975,True
2018-11-01,82.4691859608,82.8892779037,82.1324664142,82.6776116508,190286,True
2018-11-02,82.3659817604,82.4584378798,81.9199442613,82.3268747652,348142,True
2018-11-05,83.0264622129,83.5286973933,82.4873969652,82.9028682544,646999,True
2018-11-06,84.2364825685,84.3414750125,83.8031778428,84.1742220751,488056,True
2018-11-07,84.6405791523,84.7350458210,84.2430175835,84.6106234933,506939,True
2018-11-08,85.7711740053,86.2210708433,85.4743870512,85.8770555658,365159,True
2018-11-09,86.5136644004,86.9760732041,86.1256988354,86.5490991061,836475,True
2018-11-12,87.7771826671,87.8819324261,87.1412808073,87.6035794993,134566,True
2018-11-13,87.6562891707,87.8504382119,87.4481180663,87.6753563275,230058,True
2018-11-14,86.6401487850,86.7401830884,86.3849651150,86.6503906948,132618,True
2018-11-15,86.1234162188,86.6822158822,85.8855239543,86.3508459254,673542,True
2018-11-16,86.3788686501,86.4688717738,85.7936367242,86.2945057576,853060,True
2018-11-19,85.7811465351,86.2886747202,85.4549516455,85.6993748847,529472,True
2018-11-20,86.1598144382,86.7314667850,85.4564754435,86.0466349037,240507,True
2018-11-21,86.9354144177,87.3856547582,86.7581184433,87.0916686307,114900,True
2018-11-22,87.2996048503,87.8827996788,87.1935465052,87.4927650941,690745,True
2018-11-23,87.5695342355,88.1548329794,87.0051982417,87.4959391934,776696,True
2018-11-26,87.5865340967,87.7848181368,87.4850413152,87.6127212320,361862,True
2018-11-27,88.5205203603,88.8665582630,87.8433688277,88.3328174841,435523,True
2018-11-28,87.3550128218,87.8968102598,87.1797281615,87.3449171076,370599,True
2018-11-29,86.4641063724,86.8511250227,86.0709722532,86.4195061600,376200,True
2018-11-30,86.8877442277,87.5345130015,86.5330970733,86.9340016037,435698,True
2018-12-03,86.1605835340,86.3532434122,85.7725924686,86.0592146932,848494,True
2018-12-04,86.9233555914,87.5159189782,86.5729246687,86.9832437233,414808,True
2018-12-05,87.6588190335,88.0609928758,87.0504492566,87.4703312431,414187,True
2018-12-06,88.6826251303,89.2809378686,88.1892831913,88.8097900536,300162,True
2018-12-07,88.7068916718,88.9513483059,88.2542826754,88.5129895903,775842,True
2018-12-10,89.5312484218,90.0203268662,89.3914990879,89.6746428248,847696,True
2018-12-11,90.6699932385,91.0137325051,90.1289077901,90.5369542018,288108,True
2018-12-12,91.3487041056,91.7323377417,91.0566423791,91.3522635032,843463,True
2018-12-13,92.0546574005,92.7337279718,91.5870797432,92.1346564280,850269,True
2018-12-14,91.8720150030,92.4724783642,91.5965497618,91.8267703208,543921,True
2018-12-17,92.8457992479,93.4017511011,92.2808140189,92.8760465517,277827,True
2018-12-18,91.2941560593,91.5988029766,91.1413614632,91.4331747130,640564,True
2018-12-19,89.5412914681,90.1148425888,89.1580992098,89.4578165988,502855,True
2018-12-20,90.1728272681,90.6785166306,89.8059503126,90.1034819626,378006,True
2018-12-21,89.5717475197,89.7422653733,88.8710215080,89.3661231455,820672,True
2018-12-24,89.5050814707,89.7360711402,88.9965754883,89.5585663430,801884,True
2018-12-25,89.4176717859,89.6535255159,88.9354646286,89.4086505821,564359,True
2018-12-26,88.7511094237,89.1688449998,88.4811240487,88.7928911880,572419,True
2018-12-27,88.1963787805,88.6678585858,87.8469734890,88.3266434488,386504,True
2018-12-28,87.8244512039,88.3270649374,87.4593777727,87.8567656333,784816,True
2018-12-31,89.7262840733,90.2453446304,89.0817553174,89.6984380686,673502,True
2019-01-01,89.9483751140,90.3504613015,89.5318254262,89.9583079270,742318,True
2019-01-02,90.1349081572,90.5799785045,89.6101991152,90.1287619437,601184,True
2019-01-03,89.9895529951,90.5452199881,89.8152541972,90.1907396480,591304,True
2019-01-04,89.2713778117,89.5972139794,89.1052994697,89.1993328188,542618,True
2019-01-07,90.1484420827,90.7815237811,89.9257950103,90.2162880679,235628,True
2019-01-08,89.8768517593,90.4208549743,89.4926054194,89.7768074366,231699,True
2019-01-09,89.0654535647,89.2726841370,88.8084145679,88.9941672440,208973,True
2019-01-10,88.9553246001,89.5104658711,88.7112896547,89.1724637913,654685,True
2019-01-11,90.6384142555,91.1524742739,90.2295812187,90.9498427913,845450,True
2019-01-14,92.1681716252,92.4341224373,91.9236190458,92.2132160187,832148,True
2019-01-15,93.1255105518,93.2964121387,92.3598730622,92.8730536658,634151,True
2019-01-16,91.9482910114,92.2006826813,91.6461749680,91.9916746984,507140,True
2019-01-17,90.8447678982,91.4283236890,90.4860393200,90.8648289327,822444,True
2019-01-18,89.9773949788,90.1482463760,89.6702142254,89.8396837058,751233,True
2019-01-21,90.8638961641,91.0448679630,90.2448589140,90.8281539734,629556,True
2019-01-22,90.9816403493,91.5098286095,90.1724628406,90.8043848867,394126,True
2019-01-23,90.8465045630,91.4082687268,90.2465775719,90.9068015626,495019,True
2019-01-24,91.1928665716,91.3955745078,90.9906768566,91.2183152620,826142,True
2019-01-25,91.2755261107,91.6633104688,90.9250798408,91.3880380072,519441,True
2019-01-28,91.8624778794,92.3857184308,91.5262741802,91.7368856898,594937,True
2019-01-29,92.0786910116,92.5347063241,91.7299804498,92.0326059663,446972,True
2019-01-30,92.5301392871,92.7108064677,92.0735225016,92.3338701989,460592,True
2019-01-31,91.9198226156,92.2026053055,91.1769411238,91.7894888629,706136,True
2019-02-01,91.4981936419,91.9132157377,90.8771507361,91.7600632609,322254,True
2019-02-04,92.2875403255,92.7283526649,91.7214076145,92.5804972067,525491,True
2019-02-05,93.9271750229,94.1219046455,93.2694554825,93.8416719997,385419,True
2019-02-06,93.3484392352,93.6625548797,93.1317209850,93.4524471466,592297,True
2019-02-07,92.3464526810,92.4441355865,91.8673145318,92.3479304978,882764,True
2019-02-08,92.0562720941,92.4672422500,91.8384009007,92.0624795681,762984,True
2019-02-11,92.3857044254,92.8206275023,91.7599264833,92.5214997926,881294,True
2019-02-12,91.5054484693,91.8495879140,90.8688369073,91.4270208589,190291,True
2019-02-13,91.5208958639,91.9769199186,91.2635112826,91.4361512704,462059,True
2019-02-14,90.8004196024,91.1728952946,90.4125571944,90.8484579568,421290,True
2019-02-15,89.6402207867,89.9586410443,89.3142299533,89.6085297960,540347,True
2019-02-18,88.8038402021,89.2057501577,88.4181571870,88.7328872025,432106,True
2019-02-19,89.0481171064,89.3449690324,88.6698026563,88.8409690586,739026,True
2019-02-20,88.1834148807,88.4743907557,87.7942737492,88.1207725732,285381,True
2019-02-21,87.9755624304,88.5502376585,87.2602047163,87.8734268014,347517,True
2019-02-22,89.2702590514,89.7203729400,88.7791059734,89.1468155909,152021,True
2019-02-25,90.2056021892,90.6022368127,89.5107885452,90.1148583417,427412,True
2019-02-26,89.4766545409,89.7453888034,89.2974589638,89.4522566237,889142,True
2019-02-27,89.3781676536,89.7250920487,88.6868007149,89.2519186071,131746,True
2019-02-28,89.2780142178,89.5621257321,89.1139588326,89.2422990304,129573,True
2019-03-01,88.8315418005,89.4359417025,88.3768175958,88.7625300028,350937,True
2019-03-04,88.0687977439,88.4736261368,87.6948987087,87.8486955844,569357,True
2019-03-05,87.7479237551,88.1988182762,87.2651546487,87.6603691030,894449,True
2019-03-06,87.3955585347,87.6334209460,87.1889592276,87.4871927683,667262,True
2019-03-07,88.3839019778,88.8305037231,87.7876702170,88.2432991243,228197,True
2019-03-08,87.3145510768,87.4070884749,86.7510949093,87.2553486400,297677,True
2019-03-11,87.1407035405,87.7510297029,86.5913802907,87.2918319189,695110,True
2019-03-12,87.0723846983,87.6206867462,86.3485728888,86.8027001000,809633,True
2019-03-13,84.9371934635,85.4182959749,84.5657572806,85.2172158874,855318,True
2019-03-14,84.8598896405,85.5166158792,84.6678061795,85.1117510643,861416,True
2019-03-15,85.1365192359,85.2568152610,84.6199238009,84.8562914932,895172,True
2019-03-18,85.5713032516,85.7134712225,85.2230772591,85.5229845877,635754,True
2019-03-19,84.4949567368,84.7259446024,83.9588054121,84.5512358471,669797,True
2019-03-20,84.2158012861,84.6360761714,83.7892240345,83.9613760453,163952,True
2019-03-21,84.8563716098,85.1520957009,84.3742811085,84.9618552210,592359,True
2019-03-22,84.5924837473,85.0097699427,84.1699576025,84.6684764661,427332,True
2019-03-25,85.5530582405,86.1266180589,85.1500844324,85.4318054423,447457,True
2019-03-26,84.8708736158,85.1710975986,84.6839765758,84.8340135390,494150,True
2019-03-27,85.0348143633,85.2773390956,84.6282065872,84.8556372903,535765,True
2019-03-28,84.8263161445,85.3183501778,84.4446001248,84.7514432649,271562,True
2019-03-29,83.0326710413,83.3396499930,82.5542548085,83.2138512649,299339,True
2019-04-01,83.2680970930,83.8472470529,83.1783331186,83.3586976176,844001,True
2019-04-02,82.8445882424,83.2618959241,82.2255791543,82.7283770112,594659,True
2019-04-03,83.0829773663,83.6452902048,82.7411707344,82.8953299055,846435,True
2019-04-04,82.7716163869,83.0184719200,82.1277582800,82.6484779281,259990,True
2019-04-05,83.0072138741,83.6058222833,82.8748755410,83.0644728575,141011,True
2019-04-08,82.3630870414,82.8953446548,81.7907064179,82.3297575681,810500,True
2019-04-09,83.0184360970,83.3012742541,82.3936858559,82.8734377969,845891,True
2019-04-10,83.4428565399,83.6538081815,82.7235000377,83.2394976117,422613,True
2019-04-11,83.3129187393,83.5880881841,83.1250617079,83.4148694147,347108,True
2019-04-12,83.5879947227,84.3262729853,83.1147408997,83.7573820473,507733,True
2019-04-15,84.2203828657,84.6494943078,83.7677897789,84.2563358974,429114,True
2019-04-16,83.1761887539,83.7693190310,82.6574648731,83.2566084771,127881,True
2019-04-17,83.4881025646,83.9462520373,83.2172296765,83.3651263473,851931,True
2019-04-18,84.0143102744,84.4639391207,83.7072020402,84.0540911780,459012,True
2019-04-19,85.6352574595,86.2036237805,85.4145253573,85.7271902734,128734,True
2019-04-22,85.4931589645,85.5952733597,85.2854499052,85.4112432500,806790,True
2019-04-23,85.8649370189,86.2836462996,85.7621443116,85.9474018612,724140,True
2019-04-24,86.4921742158,86.6984666058,86.1112696066,86.3048480871,353192,True
2019-04-25,87.0365437768,87.4138621930,86.7229921774,87.0751114022,112111,True
2019-04-26,86.8965895821,87.3559842976,86.4996449242,86.9467496990,537594,True
2019-04-29,86.8025169567,87.2632987066,86.2804729113,86.8838138926,553062,True
2019-04-30,88.2420475364,88.6674327996,87.8543104027,88.0667577661,731564,True
2019-05-01,86.9730400189,87.2417168803,86.4323499579,86.9895144178,788417,True
2019-05-02,87.1528223026,87.6797435525,86.8513454984,87.3013693616,396455,True
2019-05-03,86.9794091060,87.1156982253,86.5274669156,87.0000453658,391168,True
